------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.3 Firmware v1.7.1 date format M/d/yyyy Filter LowFrequencyExtension -----------
Serial Number: TAS1E25150490
Start Time 13:15:00
Start Date 3/28/2018
Epoch Period (hh:mm:ss) 00:01:00
Download Time 14:18:42
Download Date 3/30/2018
Current Memory Address: 0
Current Battery Voltage: 4.12     Mode = 12
--------------------------------------------------
Axis1,Axis2,Axis3,vectormagnitude,timestamp
0,0,0,0,2018-03-30 07:07:00
0,0,0,0,2018-03-30 07:08:00
0,0,0,0,2018-03-30 07:09:00
0,0,0,0,2018-03-30 07:10:00
0,0,0,0,2018-03-30 07:11:00
0,0,0,0,2018-03-30 07:12:00
0,0,0,0,2018-03-30 07:13:00
0,0,0,0,2018-03-30 07:14:00
0,0,0,0,2018-03-30 07:15:00
0,0,0,0,2018-03-30 07:16:00
0,0,0,0,2018-03-30 07:17:00
0,0,0,0,2018-03-30 07:18:00
0,0,0,0,2018-03-30 07:19:00
0,0,0,0,2018-03-30 07:20:00
0,0,0,0,2018-03-30 07:21:00
0,0,0,0,2018-03-30 07:22:00
0,0,0,0,2018-03-30 07:23:00
0,0,0,0,2018-03-30 07:24:00
0,0,0,0,2018-03-30 07:25:00
0,0,0,0,2018-03-30 07:26:00
0,0,0,0,2018-03-30 07:27:00
0,0,0,0,2018-03-30 07:28:00
0,0,0,0,2018-03-30 07:29:00
0,0,0,0,2018-03-30 07:30:00
0,0,0,0,2018-03-30 07:31:00
0,0,0,0,2018-03-30 07:32:00
0,0,0,0,2018-03-30 07:33:00
0,0,0,0,2018-03-30 07:34:00
0,0,0,0,2018-03-30 07:35:00
0,0,0,0,2018-03-30 07:36:00
0,0,0,0,2018-03-30 07:37:00
0,0,0,0,2018-03-30 07:38:00
0,0,0,0,2018-03-30 07:39:00
0,0,0,0,2018-03-30 07:40:00
0,0,0,0,2018-03-30 07:41:00
0,0,0,0,2018-03-30 07:42:00
0,0,0,0,2018-03-30 07:43:00
0,0,0,0,2018-03-30 07:44:00
0,0,0,0,2018-03-30 07:45:00
0,0,0,0,2018-03-30 07:46:00
0,0,0,0,2018-03-30 07:47:00
0,0,0,0,2018-03-30 07:48:00
0,0,0,0,2018-03-30 07:49:00
0,0,0,0,2018-03-30 07:50:00
0,0,0,0,2018-03-30 07:51:00
0,0,0,0,2018-03-30 07:52:00
0,0,0,0,2018-03-30 07:53:00
0,0,0,0,2018-03-30 07:54:00
0,0,0,0,2018-03-30 07:55:00
0,0,0,0,2018-03-30 07:56:00
0,0,0,0,2018-03-30 07:57:00
0,0,0,0,2018-03-30 07:58:00
0,0,0,0,2018-03-30 07:59:00
0,0,0,0,2018-03-30 08:00:00
0,0,0,0,2018-03-30 08:01:00
0,0,0,0,2018-03-30 08:02:00
0,0,0,0,2018-03-30 08:03:00
0,0,0,0,2018-03-30 08:04:00
0,0,0,0,2018-03-30 08:05:00
0,0,0,0,2018-03-30 08:06:00
0,0,0,0,2018-03-30 08:07:00
0,0,0,0,2018-03-30 08:08:00
0,0,0,0,2018-03-30 08:09:00
0,0,0,0,2018-03-30 08:10:00
0,0,0,0,2018-03-30 08:11:00
0,0,0,0,2018-03-30 08:12:00
0,0,0,0,2018-03-30 08:13:00
0,0,0,0,2018-03-30 08:14:00
0,0,0,0,2018-03-30 08:15:00
0,0,0,0,2018-03-30 08:16:00
0,0,0,0,2018-03-30 08:17:00
0,0,0,0,2018-03-30 08:18:00
0,0,0,0,2018-03-30 08:19:00
0,0,0,0,2018-03-30 08:20:00
0,0,0,0,2018-03-30 08:21:00
0,0,0,0,2018-03-30 08:22:00
0,0,0,0,2018-03-30 08:23:00
0,0,0,0,2018-03-30 08:24:00
0,0,0,0,2018-03-30 08:25:00
0,0,0,0,2018-03-30 08:26:00
0,0,0,0,2018-03-30 08:27:00
0,0,0,0,2018-03-30 08:28:00
0,0,0,0,2018-03-30 08:29:00
0,0,0,0,2018-03-30 08:30:00
0,0,0,0,2018-03-30 08:31:00
0,0,0,0,2018-03-30 08:32:00
0,0,0,0,2018-03-30 08:33:00
0,0,0,0,2018-03-30 08:34:00
0,0,0,0,2018-03-30 08:35:00
0,0,0,0,2018-03-30 08:36:00
0,0,0,0,2018-03-30 08:37:00
0,0,0,0,2018-03-30 08:38:00
0,0,0,0,2018-03-30 08:39:00
0,0,0,0,2018-03-30 08:40:00
0,0,0,0,2018-03-30 08:41:00
0,0,0,0,2018-03-30 08:42:00
0,0,0,0,2018-03-30 08:43:00
0,0,0,0,2018-03-30 08:44:00
0,0,0,0,2018-03-30 08:45:00
0,0,0,0,2018-03-30 08:46:00
0,0,0,0,2018-03-30 08:47:00
0,0,0,0,2018-03-30 08:48:00
0,0,0,0,2018-03-30 08:49:00
0,0,0,0,2018-03-30 08:50:00
0,0,0,0,2018-03-30 08:51:00
0,0,0,0,2018-03-30 08:52:00
0,0,0,0,2018-03-30 08:53:00
0,0,0,0,2018-03-30 08:54:00
0,0,0,0,2018-03-30 08:55:00
0,0,0,0,2018-03-30 08:56:00
0,0,0,0,2018-03-30 08:57:00
0,0,0,0,2018-03-30 08:58:00
0,0,0,0,2018-03-30 08:59:00
0,0,0,0,2018-03-30 09:00:00
0,0,0,0,2018-03-30 09:01:00
0,0,0,0,2018-03-30 09:02:00
0,0,0,0,2018-03-30 09:03:00
0,0,0,0,2018-03-30 09:04:00
0,0,0,0,2018-03-30 09:05:00
0,0,0,0,2018-03-30 09:06:00
0,0,0,0,2018-03-30 09:07:00
0,0,0,0,2018-03-30 09:08:00
0,0,0,0,2018-03-30 09:09:00
0,0,0,0,2018-03-30 09:10:00
0,0,0,0,2018-03-30 09:11:00
0,0,0,0,2018-03-30 09:12:00
0,0,0,0,2018-03-30 09:13:00
0,0,0,0,2018-03-30 09:14:00
0,0,0,0,2018-03-30 09:15:00
0,0,0,0,2018-03-30 09:16:00
0,0,0,0,2018-03-30 09:17:00
0,0,0,0,2018-03-30 09:18:00
0,0,0,0,2018-03-30 09:19:00
0,0,0,0,2018-03-30 09:20:00
0,0,0,0,2018-03-30 09:21:00
0,0,0,0,2018-03-30 09:22:00
58,119,530,546,2018-03-30 09:23:00
0,0,0,0,2018-03-30 09:24:00
0,0,0,0,2018-03-30 09:25:00
0,0,0,0,2018-03-30 09:26:00
0,0,0,0,2018-03-30 09:27:00
0,0,0,0,2018-03-30 09:28:00
0,0,0,0,2018-03-30 09:29:00
0,0,0,0,2018-03-30 09:30:00
0,0,0,0,2018-03-30 09:31:00
0,0,0,0,2018-03-30 09:32:00
0,0,0,0,2018-03-30 09:33:00
0,0,0,0,2018-03-30 09:34:00
0,0,0,0,2018-03-30 09:35:00
0,0,0,0,2018-03-30 09:36:00
0,0,0,0,2018-03-30 09:37:00
0,0,0,0,2018-03-30 09:38:00
0,0,0,0,2018-03-30 09:39:00
0,0,0,0,2018-03-30 09:40:00
0,0,0,0,2018-03-30 09:41:00
0,0,0,0,2018-03-30 09:42:00
0,0,0,0,2018-03-30 09:43:00
0,0,0,0,2018-03-30 09:44:00
0,0,0,0,2018-03-30 09:45:00
0,0,0,0,2018-03-30 09:46:00
0,0,0,0,2018-03-30 09:47:00
0,0,0,0,2018-03-30 09:48:00
0,0,0,0,2018-03-30 09:49:00
0,0,0,0,2018-03-30 09:50:00
0,0,0,0,2018-03-30 09:51:00
0,0,0,0,2018-03-30 09:52:00
0,0,0,0,2018-03-30 09:53:00
0,0,0,0,2018-03-30 09:54:00
0,0,0,0,2018-03-30 09:55:00
0,0,0,0,2018-03-30 09:56:00
0,0,0,0,2018-03-30 09:57:00
0,0,0,0,2018-03-30 09:58:00
0,0,0,0,2018-03-30 09:59:00
0,0,0,0,2018-03-30 10:00:00
0,0,0,0,2018-03-30 10:01:00
0,0,0,0,2018-03-30 10:02:00
0,0,0,0,2018-03-30 10:03:00
0,0,0,0,2018-03-30 10:04:00
0,0,0,0,2018-03-30 10:05:00
0,0,0,0,2018-03-30 10:06:00
0,0,0,0,2018-03-30 10:07:00
0,0,0,0,2018-03-30 10:08:00
0,0,0,0,2018-03-30 10:09:00
0,0,0,0,2018-03-30 10:10:00
0,0,0,0,2018-03-30 10:11:00
0,0,0,0,2018-03-30 10:12:00
0,0,0,0,2018-03-30 10:13:00
0,0,0,0,2018-03-30 10:14:00
0,0,0,0,2018-03-30 10:15:00
0,0,0,0,2018-03-30 10:16:00
0,0,0,0,2018-03-30 10:17:00
0,0,0,0,2018-03-30 10:18:00
0,0,0,0,2018-03-30 10:19:00
0,0,0,0,2018-03-30 10:20:00
0,0,0,0,2018-03-30 10:21:00
0,0,0,0,2018-03-30 10:22:00
0,0,0,0,2018-03-30 10:23:00
0,0,0,0,2018-03-30 10:24:00
0,0,0,0,2018-03-30 10:25:00
0,0,0,0,2018-03-30 10:26:00
0,0,7,7,2018-03-30 10:27:00
0,0,0,0,2018-03-30 10:28:00
0,0,0,0,2018-03-30 10:29:00
0,0,0,0,2018-03-30 10:30:00
0,0,0,0,2018-03-30 10:31:00
0,0,0,0,2018-03-30 10:32:00
0,0,0,0,2018-03-30 10:33:00
0,0,0,0,2018-03-30 10:34:00
0,0,0,0,2018-03-30 10:35:00
0,0,0,0,2018-03-30 10:36:00
0,0,0,0,2018-03-30 10:37:00
0,0,0,0,2018-03-30 10:38:00
0,9,8,12,2018-03-30 10:39:00
0,0,0,0,2018-03-30 10:40:00
0,0,0,0,2018-03-30 10:41:00
0,0,0,0,2018-03-30 10:42:00
0,0,0,0,2018-03-30 10:43:00
0,0,0,0,2018-03-30 10:44:00
0,0,0,0,2018-03-30 10:45:00
0,0,0,0,2018-03-30 10:46:00
0,0,0,0,2018-03-30 10:47:00
0,0,0,0,2018-03-30 10:48:00
0,0,0,0,2018-03-30 10:49:00
0,0,0,0,2018-03-30 10:50:00
0,0,0,0,2018-03-30 10:51:00
0,0,0,0,2018-03-30 10:52:00
0,0,0,0,2018-03-30 10:53:00
0,0,0,0,2018-03-30 10:54:00
0,0,0,0,2018-03-30 10:55:00
0,0,0,0,2018-03-30 10:56:00
0,0,0,0,2018-03-30 10:57:00
0,0,0,0,2018-03-30 10:58:00
564,757,1604,1861,2018-03-30 10:59:00
0,0,0,0,2018-03-30 11:00:00
0,0,0,0,2018-03-30 11:01:00
0,0,0,0,2018-03-30 11:02:00
0,0,0,0,2018-03-30 11:03:00
0,0,0,0,2018-03-30 11:04:00
0,0,0,0,2018-03-30 11:05:00
0,0,0,0,2018-03-30 11:06:00
0,0,0,0,2018-03-30 11:07:00
0,0,0,0,2018-03-30 11:08:00
0,0,0,0,2018-03-30 11:09:00
0,0,0,0,2018-03-30 11:10:00
45,30,110,123,2018-03-30 11:11:00
105,103,147,208,2018-03-30 11:12:00
765,391,717,1119,2018-03-30 11:13:00
2305,755,1526,2866,2018-03-30 11:14:00
2626,2004,1779,3752,2018-03-30 11:15:00
1061,1229,433,1680,2018-03-30 11:16:00
501,942,349,1123,2018-03-30 11:17:00
261,809,328,911,2018-03-30 11:18:00
514,473,177,721,2018-03-30 11:19:00
342,1072,516,1238,2018-03-30 11:20:00
236,533,231,627,2018-03-30 11:21:00
370,563,226,711,2018-03-30 11:22:00
1406,1815,1181,2582,2018-03-30 11:23:00
1857,2536,3406,4635,2018-03-30 11:24:00
1664,1878,2836,3787,2018-03-30 11:25:00
1517,2343,1486,3162,2018-03-30 11:26:00
982,1048,818,1653,2018-03-30 11:27:00
2087,1741,1176,2961,2018-03-30 11:28:00
817,1111,1502,2039,2018-03-30 11:29:00
989,1001,2305,2701,2018-03-30 11:30:00
1772,2146,2322,3624,2018-03-30 11:31:00
1604,1217,1617,2582,2018-03-30 11:32:00
901,767,729,1390,2018-03-30 11:33:00
1149,1914,1492,2685,2018-03-30 11:34:00
1733,3201,2380,4349,2018-03-30 11:35:00
1171,1180,996,1938,2018-03-30 11:36:00
1222,1367,1096,2136,2018-03-30 11:37:00
693,764,1194,1578,2018-03-30 11:38:00
0,0,0,0,2018-03-30 11:39:00
0,0,0,0,2018-03-30 11:40:00
0,0,0,0,2018-03-30 11:41:00
0,0,0,0,2018-03-30 11:42:00
0,0,0,0,2018-03-30 11:43:00
0,0,0,0,2018-03-30 11:44:00
0,0,0,0,2018-03-30 11:45:00
0,0,0,0,2018-03-30 11:46:00
0,0,0,0,2018-03-30 11:47:00
0,0,0,0,2018-03-30 11:48:00
0,0,0,0,2018-03-30 11:49:00
0,0,0,0,2018-03-30 11:50:00
0,0,0,0,2018-03-30 11:51:00
0,0,0,0,2018-03-30 11:52:00
0,0,0,0,2018-03-30 11:53:00
0,0,0,0,2018-03-30 11:54:00
0,0,0,0,2018-03-30 11:55:00
0,0,0,0,2018-03-30 11:56:00
0,0,0,0,2018-03-30 11:57:00
0,0,0,0,2018-03-30 11:58:00
0,0,0,0,2018-03-30 11:59:00
0,0,0,0,2018-03-30 12:00:00
0,0,0,0,2018-03-30 12:01:00
0,0,0,0,2018-03-30 12:02:00
0,0,0,0,2018-03-30 12:03:00
0,0,0,0,2018-03-30 12:04:00
0,0,0,0,2018-03-30 12:05:00
0,0,0,0,2018-03-30 12:06:00
146,170,644,682,2018-03-30 12:07:00
0,0,0,0,2018-03-30 12:08:00
0,0,0,0,2018-03-30 12:09:00
0,0,0,0,2018-03-30 12:10:00
0,0,0,0,2018-03-30 12:11:00
0,0,0,0,2018-03-30 12:12:00
0,0,0,0,2018-03-30 12:13:00
0,0,0,0,2018-03-30 12:14:00
0,0,0,0,2018-03-30 12:15:00
0,0,0,0,2018-03-30 12:16:00
0,0,0,0,2018-03-30 12:17:00
0,0,0,0,2018-03-30 12:18:00
0,0,0,0,2018-03-30 12:19:00
0,0,0,0,2018-03-30 12:20:00
0,0,0,0,2018-03-30 12:21:00
0,0,0,0,2018-03-30 12:22:00
0,0,0,0,2018-03-30 12:23:00
0,0,0,0,2018-03-30 12:24:00
0,0,0,0,2018-03-30 12:25:00
0,0,0,0,2018-03-30 12:26:00
0,0,0,0,2018-03-30 12:27:00
0,0,0,0,2018-03-30 12:28:00
0,0,0,0,2018-03-30 12:29:00
0,0,0,0,2018-03-30 12:30:00
0,0,0,0,2018-03-30 12:31:00
0,0,0,0,2018-03-30 12:32:00
0,0,0,0,2018-03-30 12:33:00
0,0,0,0,2018-03-30 12:34:00
118,102,511,534,2018-03-30 12:35:00
1368,2216,1977,3270,2018-03-30 12:36:00
1030,976,695,1580,2018-03-30 12:37:00
386,1082,599,1296,2018-03-30 12:38:00
113,8,19,115,2018-03-30 12:39:00
896,2019,972,2413,2018-03-30 12:40:00
1979,3242,2068,4325,2018-03-30 12:41:00
282,250,592,702,2018-03-30 12:42:00
0,0,0,0,2018-03-30 12:43:00
0,0,0,0,2018-03-30 12:44:00
0,0,0,0,2018-03-30 12:45:00
0,0,0,0,2018-03-30 12:46:00
0,0,0,0,2018-03-30 12:47:00
17,3,55,58,2018-03-30 12:48:00
259,207,591,678,2018-03-30 12:49:00
0,0,0,0,2018-03-30 12:50:00
0,0,0,0,2018-03-30 12:51:00
0,0,0,0,2018-03-30 12:52:00
0,0,0,0,2018-03-30 12:53:00
0,0,0,0,2018-03-30 12:54:00
0,0,0,0,2018-03-30 12:55:00
0,0,0,0,2018-03-30 12:56:00
0,0,0,0,2018-03-30 12:57:00
0,0,0,0,2018-03-30 12:58:00
0,0,0,0,2018-03-30 12:59:00
64,39,237,249,2018-03-30 13:00:00
0,0,0,0,2018-03-30 13:01:00
0,0,0,0,2018-03-30 13:02:00
0,0,0,0,2018-03-30 13:03:00
277,248,651,750,2018-03-30 13:04:00
0,0,0,0,2018-03-30 13:05:00
0,0,0,0,2018-03-30 13:06:00
0,0,0,0,2018-03-30 13:07:00
0,0,0,0,2018-03-30 13:08:00
213,247,577,663,2018-03-30 13:09:00
0,0,0,0,2018-03-30 13:10:00
0,0,0,0,2018-03-30 13:11:00
0,0,0,0,2018-03-30 13:12:00
0,0,0,0,2018-03-30 13:13:00
0,0,0,0,2018-03-30 13:14:00
0,0,0,0,2018-03-30 13:15:00
0,0,0,0,2018-03-30 13:16:00
0,0,0,0,2018-03-30 13:17:00
0,0,0,0,2018-03-30 13:18:00
0,0,0,0,2018-03-30 13:19:00
0,0,0,0,2018-03-30 13:20:00
0,0,0,0,2018-03-30 13:21:00
0,0,0,0,2018-03-30 13:22:00
0,0,0,0,2018-03-30 13:23:00
0,0,0,0,2018-03-30 13:24:00
0,0,0,0,2018-03-30 13:25:00
0,0,0,0,2018-03-30 13:26:00
0,0,0,0,2018-03-30 13:27:00
0,0,0,0,2018-03-30 13:28:00
0,0,1,1,2018-03-30 13:29:00
0,0,0,0,2018-03-30 13:30:00
0,0,0,0,2018-03-30 13:31:00
0,0,0,0,2018-03-30 13:32:00
0,0,0,0,2018-03-30 13:33:00
0,0,0,0,2018-03-30 13:34:00
0,0,0,0,2018-03-30 13:35:00
0,0,0,0,2018-03-30 13:36:00
0,0,0,0,2018-03-30 13:37:00
0,0,0,0,2018-03-30 13:38:00
0,0,0,0,2018-03-30 13:39:00
0,0,0,0,2018-03-30 13:40:00
1,0,27,27,2018-03-30 13:41:00
1615,2159,2110,3424,2018-03-30 13:42:00
0,0,0,0,2018-03-30 13:43:00
0,0,0,0,2018-03-30 13:44:00
0,0,0,0,2018-03-30 13:45:00
0,0,0,0,2018-03-30 13:46:00
0,0,0,0,2018-03-30 13:47:00
0,0,0,0,2018-03-30 13:48:00
0,0,0,0,2018-03-30 13:49:00
0,0,0,0,2018-03-30 13:50:00
0,0,0,0,2018-03-30 13:51:00
0,0,0,0,2018-03-30 13:52:00
0,0,0,0,2018-03-30 13:53:00
22,21,6,31,2018-03-30 13:54:00
430,625,553,939,2018-03-30 13:55:00
323,922,845,1292,2018-03-30 13:56:00
768,1493,979,1944,2018-03-30 13:57:00
2174,1591,4505,5249,2018-03-30 13:58:00
1282,1934,1672,2860,2018-03-30 13:59:00
2667,1820,4532,5565,2018-03-30 14:00:00
1341,1263,1574,2423,2018-03-30 14:01:00
1979,1567,2684,3685,2018-03-30 14:02:00
2787,1746,3784,5013,2018-03-30 14:03:00
2779,1423,4404,5398,2018-03-30 14:04:00
1601,1058,2853,3438,2018-03-30 14:05:00
2534,1494,5389,6140,2018-03-30 14:06:00
2854,1641,3726,4972,2018-03-30 14:07:00
2915,1192,4061,5139,2018-03-30 14:08:00
711,653,603,1138,2018-03-30 14:09:00
1454,1296,1056,2216,2018-03-30 14:10:00
0,0,0,0,2018-03-30 14:11:00
0,0,0,0,2018-03-30 14:12:00
1068,1400,1005,2027,2018-03-30 14:13:00
1457,1045,1060,2083,2018-03-30 14:14:00
0,0,0,0,2018-03-30 14:15:00
0,0,0,0,2018-03-30 14:16:00
0,0,0,0,2018-03-30 14:17:00
