"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership"
1461 3 2 1 2 9 3 1
1461 4 2 1 2 5 3 1
1462 1 1 1 1 46 1 1
1462 2 2 1 1 40 2 1
1462 3 2 1 1 18 3 1
1462 4 1 1 1 12 3 1
1463 1 1 1 1 70 1 1
1463 2 2 1 1 71 2 1
1464 1 1 1 2 21 1 2
1464 2 2 1 1 19 2 2
1465 1 1 9 1 47 1 2
1465 2 1 9 1 12 3 2
1465 3 1 9 1 1 3 2
1465 4 2 9 1 22 11 2
1466 1 1 8 2 68 1 1
1466 2 2 8 2 63 2 1
1466 3 2 8 2 34 3 1
1466 4 1 8 2 32 9 1
1466 5 1 8 2 5 9 1
1467 1 1 1 1 44 1 1
1467 2 2 1 1 42 2 1
1467 3 2 1 1 15 3 1
1468 1 1 1 2 62 1 1
1468 2 2 1 2 51 2 1
1468 3 1 1 2 32 3 1
1468 4 2 1 2 30 3 1
1468 5 2 1 2 19 3 1
1469 1 2 1 1 70 1 1
1469 2 1 1 1 45 3 1
1470 1 1 2 1 84 1 1
1470 2 2 2 1 84 2 1
1470 3 2 2 1 59 12 1
1471 1 2 1 1 37 1 2
1471 2 1 1 1 34 2 2
1472 1 2 1 1 35 1 1
1472 2 1 1 1 35 2 1
1472 3 1 1 1 11 3 1
1472 4 2 1 1 6 3 1
1473 1 1 1 1 67 1 1
1473 2 2 1 1 67 2 1
1474 1 1 1 1 70 1 1
1474 2 2 1 1 66 2 1
1474 3 2 1 1 91 5 1
1475 1 2 1 1 59 1 1
1475 2 1 1 1 61 2 1
1476 1 1 1 1 36 1 1
1476 2 2 1 1 34 2 1
1476 3 2 1 1 6 3 1
1476 4 2 1 1 3 3 1
1477 1 1 1 1 42 1 1
1477 2 2 1 1 41 2 1
1477 3 1 1 1 15 3 1
1477 4 1 1 1 13 3 1
1477 5 2 1 1 10 3 1
1477 6 1 1 1 7 3 1
1478 1 1 1 1 77 1 1
1478 2 2 1 1 76 2 1
1479 1 1 1 1 43 1 1
1479 2 2 1 1 42 2 1
1479 3 1 1 1 10 3 1
1479 4 1 1 1 8 3 1
1480 1 1 1 1 70 1 1
1480 2 1 1 1 68 12 1
1481 1 1 1 5 60 1 1
1481 2 2 1 2 55 2 1
1481 3 2 1 2 32 3 1
1482 1 1 1 1 42 1 1
1482 2 2 7 2 41 2 1
1483 1 1 2 1 32 1 1
1483 2 1 2 1 7 3 1
1484 1 2 1 1 45 1 1
1484 2 1 3 1 46 2 1
1484 3 2 3 1 14 3 1
1484 4 2 3 1 13 3 1
1485 1 1 1 1 43 1 1
1485 2 2 1 1 46 2 1
1485 3 1 1 1 24 3 1
1486 1 1 1 2 55 1 1
1486 2 2 1 2 58 2 1
1486 3 1 1 2 23 3 1
1486 4 1 1 2 29 4 1
1486 5 1 1 2 29 4 1
1486 6 1 1 2 24 4 1
1487 1 2 1 1 27 1 2
1487 2 1 1 1 27 2 2
1487 3 2 1 1 3 3 2
1488 1 1 1 1 79 1 1
1488 2 2 1 1 74 2 1
1488 3 2 1 1 44 3 1
1489 1 2 8 1 33 1 2
1489 2 2 8 1 11 3 2
1489 3 2 8 1 7 3 2
1490 1 1 1 1 51 1 1
1490 2 2 1 1 51 2 1
1490 3 1 1 1 17 3 1
1490 4 2 1 1 12 3 1
1491 1 2 1 1 72 1 1
1491 2 1 1 1 77 2 1
1491 3 2 1 1 22 9 1
1492 1 2 1 2 58 1 2
1492 2 1 7 2 33 3 2
1493 1 1 1 1 52 1 1
1493 2 2 1 1 52 2 1
1493 3 1 1 1 18 3 1
1493 4 2 1 1 15 3 1
1494 1 1 1 1 39 1 1
1494 2 2 1 1 37 2 1
1494 3 1 1 1 7 3 1
1494 4 1 1 1 4 3 1
1495 1 1 1 1 33 1 1
1495 2 2 1 1 33 2 1
1495 3 1 1 1 1 3 1
1496 1 2 1 1 46 1 1
1496 2 1 1 1 48 2 1
1496 3 2 1 2 19 3 1
1497 1 1 4 1 42 1 1
1497 2 2 1 1 34 2 1
1497 3 1 8 1 5 3 1
1497 4 2 8 1 3 3 1
1498 1 1 1 1 44 1 1
1498 2 2 1 1 43 2 1
1498 3 2 1 1 16 3 1
1498 4 1 1 1 13 3 1
1498 5 1 1 1 10 3 1
1499 1 1 1 5 73 1 2
1499 2 2 1 5 74 2 2
1499 3 2 1 5 22 9 2
1500 1 1 1 1 60 1 1
1500 2 2 1 1 59 2 1
1501 1 1 2 1 44 1 1
1501 2 2 8 1 38 11 1
1502 1 1 1 1 49 1 1
1502 2 2 1 1 88 5 1
1503 1 1 1 1 39 1 1
1503 2 2 1 1 38 2 1
1503 3 1 1 1 10 3 1
1503 4 1 1 1 5 3 1
1503 5 1 1 1 4 3 1
1503 6 1 1 1 2 3 1
1504 1 1 6 1 35 1 1
1504 2 2 6 1 26 2 1
1504 3 1 6 1 6 3 1
1504 4 2 6 1 1 3 1
1505 1 2 1 1 65 1 1
1505 2 1 1 1 59 2 1
1506 1 2 2 1 71 1 1
1506 2 1 2 1 76 2 1
1507 1 1 1 1 42 1 1
1507 2 1 1 1 28 11 1
1507 3 1 1 1 25 11 1
1508 1 1 1 1 28 1 2
1508 2 2 1 1 34 2 2
1508 3 1 1 1 7 3 2
1508 4 2 1 1 5 3 2
1509 1 1 2 1 43 1 1
1509 2 1 2 1 24 3 1
1509 3 2 2 1 65 5 1
1510 1 2 2 1 65 1 1
1510 2 2 2 1 48 3 1
1510 3 1 2 1 40 3 1
1510 4 2 2 1 20 9 1
1510 5 1 2 1 19 9 1
1511 1 1 1 1 42 1 1
1511 2 2 1 1 40 2 1
1511 3 2 1 1 13 3 1
1511 4 1 1 1 12 3 1
1512 1 1 1 5 37 1 1
1512 2 2 1 5 35 2 1
1512 3 2 1 5 7 3 1
1512 4 1 1 5 3 3 1
1513 1 1 1 1 70 1 1
1513 2 2 1 1 69 2 1
1514 1 1 1 2 36 1 2
1514 2 2 1 2 39 2 2
1514 3 2 1 2 13 3 2
1514 4 1 1 2 8 3 2
1514 5 2 1 2 3 3 2
1515 1 2 6 1 52 1 2
1515 2 2 1 1 32 3 2
1515 3 1 1 1 12 9 2
1515 4 2 1 1 5 9 2
1516 1 2 1 1 44 1 2
1516 2 1 1 1 50 2 2
1517 1 1 1 1 61 1 1
1517 2 2 1 1 57 11 1
1518 1 1 1 1 46 1 1
1518 2 2 1 1 43 2 1
1518 3 1 1 1 13 3 1
1519 1 1 1 1 45 1 1
1519 2 2 1 1 41 2 1
1519 3 2 1 1 17 3 1
1519 4 1 1 1 14 3 1
1520 1 1 1 1 35 1 1
1520 2 2 1 1 34 2 1
1520 3 2 1 1 4 3 1
1520 4 2 1 1 2 3 1
1521 1 2 7 2 30 1 2
1521 2 1 7 2 3 3 2
1522 1 2 1 2 54 1 1
1522 2 1 1 2 55 2 1
1522 3 2 1 2 23 3 1
1523 1 1 4 1 27 1 2
1523 2 2 4 1 27 2 2
1523 3 1 4 1 31 11 2
1524 1 1 1 1 71 1 1
1524 2 2 1 1 71 2 1
1524 3 2 1 1 45 3 1
1525 1 2 1 1 24 1 2
1525 2 2 1 1 26 7 2
1525 3 2 1 1 24 12 2
1526 1 1 1 1 72 1 1
1526 2 2 1 1 68 2 1
1527 1 2 1 1 51 1 1
1527 2 2 1 1 21 3 1
1528 1 2 1 1 55 1 1
1528 2 1 1 1 58 2 1
1529 1 1 1 1 64 1 2
1529 2 2 1 1 64 2 2
1530 1 1 1 1 38 1 1
1530 2 1 1 1 10 3 1
1531 1 1 1 1 52 1 2
1531 2 2 1 1 55 2 2
1532 1 2 1 1 54 1 1
1532 2 1 1 1 57 2 1
1533 1 1 1 1 52 1 1
1533 2 2 1 1 59 2 1
1533 3 2 1 1 23 3 1
1533 4 1 1 1 21 3 1
1534 1 1 1 1 55 1 1
1534 2 2 1 1 56 2 1
1534 3 1 1 1 18 3 1
1534 4 1 1 1 17 3 1
1535 1 1 1 1 75 1 1
1535 2 2 1 1 69 2 1
1536 1 1 1 1 47 1 1
1536 2 1 2 1 13 3 1
1537 1 1 1 1 45 1 2
1537 2 2 1 1 38 11 2
1537 3 1 1 1 13 12 2
1538 1 2 1 1 85 1 1
1538 2 1 1 1 57 3 1
1538 3 1 1 1 25 9 1
1538 4 1 1 1 20 9 1
1539 1 2 1 1 35 1 1
1539 2 1 1 1 38 2 1
1539 3 2 1 1 7 3 1
1539 4 2 1 1 5 3 1
1540 1 2 1 1 25 1 2
1540 2 1 1 1 1 3 2
1540 3 2 1 1 52 5 2
1541 1 2 1 1 68 1 1
1541 2 1 1 1 71 2 1
1542 1 1 1 1 76 1 1
1542 2 2 1 1 73 2 1
1543 1 1 1 1 56 1 1
1543 2 2 1 1 56 2 1
1544 1 2 2 1 60 1 1
1544 2 1 2 1 36 3 1
1545 1 1 1 1 52 1 1
1545 2 2 1 1 50 11 1
1546 1 1 1 1 32 1 2
1546 2 2 1 1 30 11 2
1547 1 1 1 1 69 1 1
1547 2 2 1 1 63 2 1
1548 1 1 2 1 72 1 1
1548 2 2 2 1 74 2 1
1549 1 1 1 1 50 1 1
1549 2 2 1 1 49 2 1
1550 1 1 1 1 28 1 1
1550 2 2 7 2 28 2 1
1550 3 2 1 2 5 3 1
1550 4 1 1 2 3 3 1
1551 1 1 6 1 57 1 1
1551 2 2 6 1 49 2 1
1551 3 2 6 1 22 3 1
1551 4 1 6 1 15 3 1
1551 5 1 6 1 22 3 1
1552 1 1 1 1 64 1 1
1552 2 2 1 1 55 2 1
1553 1 2 1 1 48 1 2
1553 2 2 1 1 17 3 2
1553 3 1 1 1 13 3 2
1554 1 1 1 1 68 1 1
1554 2 2 1 1 67 2 1
1555 1 1 2 1 62 1 2
1555 2 2 2 1 54 2 2
1555 3 2 2 1 21 3 2
1555 4 1 2 1 26 12 2
1556 1 1 1 1 51 1 1
1556 2 2 1 1 48 2 1
1556 3 2 1 1 23 3 1
1557 1 1 1 1 45 1 1
1557 2 2 1 1 40 2 1
1557 3 1 1 1 21 3 1
1558 1 1 1 1 46 1 1
1558 2 2 1 1 46 2 1
1558 3 1 1 1 19 3 1
1558 4 1 1 1 16 3 1
1558 5 2 1 1 12 3 1
1559 1 1 1 1 44 1 1
1559 2 2 1 1 41 2 1
1559 3 1 1 1 8 3 1
1559 4 1 1 1 8 3 1
1560 1 1 1 1 81 1 1
1560 2 2 1 1 81 2 1
1561 1 2 2 1 35 1 1
1561 2 2 2 1 6 3 1
1561 3 2 2 1 5 3 1
1561 4 1 2 1 26 11 1
1562 1 1 1 1 51 1 1
1562 2 2 1 1 51 2 1
1563 1 2 1 1 57 1 1
1563 2 1 1 1 61 2 1
1564 1 2 1 1 25 1 2
1564 2 1 1 1 27 11 2
1565 1 2 1 1 37 1 1
1565 2 1 1 1 38 2 1
1565 3 2 1 1 14 3 1
1565 4 2 1 1 12 3 1
1566 1 1 1 1 42 1 1
1566 2 2 1 1 30 2 1
1566 3 1 1 1 7 3 1
1566 4 1 1 1 2 3 1
1566 5 2 1 1 1 3 1
1566 6 1 1 1 67 5 1
1567 1 2 2 1 42 1 1
1567 2 2 2 1 22 3 1
1567 3 1 2 1 20 3 1
1567 4 1 2 1 15 12 1
1567 5 2 2 1 14 12 1
1567 6 2 2 1 9 12 1
1568 1 1 1 1 75 1 1
1568 2 2 1 1 79 2 1
1569 1 1 1 1 75 1 1
1569 2 2 1 1 71 2 1
1570 1 1 1 1 61 1 1
1570 2 2 1 1 52 2 1
1571 1 1 1 1 48 1 1
1571 2 2 1 1 48 2 1
1572 1 1 1 1 47 1 1
1572 2 2 1 1 57 2 1
1573 1 2 1 1 30 1 2
1573 2 1 1 1 36 2 2
1573 3 2 1 1 7 3 2
1574 1 1 1 1 46 1 2
1574 2 2 1 1 46 11 2
1575 1 2 1 1 32 1 1
1575 2 1 1 1 36 2 1
1575 3 2 1 1 3 3 1
1576 1 2 7 5 57 1 2
1576 2 2 7 5 32 3 2
1576 3 2 7 5 10 9 2
1577 1 1 1 1 58 1 1
1577 2 2 1 1 57 2 1
1578 1 2 1 1 34 1 1
1578 2 2 1 1 5 3 1
1579 1 2 1 1 42 1 2
1579 2 1 1 1 46 2 2
1580 1 2 1 1 72 1 1
1580 2 2 1 1 72 11 1
1581 1 1 2 1 28 1 2
1581 2 2 1 1 30 2 2
1582 1 1 1 1 61 1 2
1582 2 1 8 1 61 11 2
1583 1 1 1 1 72 1 1
1583 2 2 1 1 74 2 1
1584 1 1 1 1 56 1 1
1584 2 2 1 1 56 2 1
1585 1 1 1 1 51 1 1
1585 2 2 1 1 47 2 1
1585 3 1 1 1 15 3 1
1585 4 1 1 1 13 3 1
1586 1 2 8 5 47 1 1
1586 2 1 8 5 25 3 1
1586 3 1 8 5 6 3 1
1586 4 1 8 5 39 11 1
1587 1 2 1 1 27 1 1
1587 2 1 8 1 6 3 1
1587 3 1 1 1 29 11 1
1588 1 2 1 1 70 1 1
1588 2 2 1 1 95 5 1
1589 1 1 1 1 75 1 1
1589 2 2 1 1 68 2 1
1590 1 1 1 1 59 1 1
1590 2 2 1 1 55 2 1
1591 1 1 1 1 41 1 2
1591 2 2 1 1 5 3 2
1592 1 2 6 1 41 1 1
1592 2 1 6 1 41 2 1
1592 3 2 6 1 9 3 1
1592 4 1 6 1 6 3 1
1593 1 2 6 1 43 1 1
1593 2 1 1 1 52 2 1
1593 3 1 8 1 2 3 1
1594 1 1 1 1 50 1 1
1594 2 2 1 1 42 2 1
1594 3 1 1 1 12 3 1
1595 1 2 1 1 37 1 1
1595 2 1 1 1 43 2 1
1595 3 2 1 1 3 3 1
1595 4 1 1 1 3 3 1
1596 1 1 1 1 57 1 1
1596 2 2 1 1 46 10 1
1597 1 1 1 1 78 1 1
1597 2 2 1 1 78 2 1
1598 1 2 1 1 42 1 1
1598 2 1 1 1 46 2 1
1598 3 1 1 1 15 3 1
1599 1 1 5 1 61 1 1
1599 2 2 5 1 61 2 1
1600 1 1 1 1 46 1 1
1600 2 2 1 1 46 2 1
1600 3 2 1 1 7 3 1
1601 1 2 2 1 54 1 1
1601 2 2 2 1 86 5 1
1602 1 2 2 1 26 1 2
1602 2 1 2 1 1 3 2
1603 1 1 1 1 54 1 1
1603 2 2 1 1 49 2 1
1603 3 1 1 1 9 3 1
1603 4 1 1 1 7 3 1
1603 5 1 1 1 83 6 1
1604 1 2 1 1 58 1 2
1604 2 1 1 1 26 3 2
1605 1 1 2 1 58 1 1
1605 2 2 2 1 52 2 1
1605 3 1 2 1 32 3 1
1606 1 1 1 1 58 1 1
1606 2 2 1 1 58 2 1
1607 1 1 1 1 70 1 1
1607 2 2 1 1 62 2 1
1608 1 2 2 1 59 1 1
1608 2 2 2 1 30 3 1
1608 3 2 2 1 5 9 1
1609 1 1 2 1 32 1 2
1609 2 2 2 1 1 3 2
1609 3 2 2 1 23 11 2
1610 1 1 1 1 38 1 1
1610 2 2 1 1 39 2 1
1610 3 1 1 1 3 3 1
1611 1 2 2 1 18 1 1
1611 2 2 2 1 43 5 1
1612 1 2 1 1 24 1 2
1612 2 1 1 1 24 2 2
1612 3 2 1 1 3 3 2
1613 1 2 1 1 55 1 1
1613 2 1 1 1 59 2 1
1614 1 1 1 1 51 1 1
1614 2 2 1 1 48 2 1
1615 1 2 1 1 32 1 2
1615 2 1 1 1 12 3 2
1615 3 1 8 1 6 3 2
1616 1 2 2 1 32 1 1
1616 2 1 2 1 12 3 1
1616 3 2 2 1 3 3 1
1617 1 2 1 1 28 1 1
1617 2 1 1 1 32 2 1
1617 3 1 1 1 11 3 1
1617 4 2 1 1 2 3 1
1618 1 2 1 1 23 1 2
1618 2 1 1 1 25 11 2
1619 1 1 1 1 39 1 1
1619 2 2 1 1 40 7 1
1620 1 1 1 4 58 1 1
1620 2 2 1 4 54 2 1
1621 1 2 1 2 26 1 2
1621 2 2 8 2 5 3 2
1621 3 2 8 2 4 3 2
1622 1 1 1 1 56 1 1
1622 2 2 1 1 55 2 1
1622 3 1 1 1 26 3 1
1623 1 1 1 1 70 1 1
1623 2 2 1 1 67 2 1
1624 1 1 1 1 44 1 2
1624 2 2 1 1 44 2 2
1624 3 1 1 1 12 3 2
1624 4 2 1 1 10 3 2
1624 5 2 1 1 10 3 2
1625 1 2 1 1 55 1 1
1625 2 1 1 1 57 2 1
1626 1 1 1 1 55 1 1
1626 2 2 1 1 53 2 1
1626 3 2 1 1 30 3 1
1626 4 1 1 1 2 9 1
1627 1 1 1 1 71 1 1
1627 2 2 1 1 69 2 1
1628 1 1 3 1 69 1 1
1628 2 2 3 1 66 2 1
1628 3 1 3 1 9 9 1
1628 4 2 3 1 7 9 1
1629 1 1 1 1 61 1 1
1629 2 2 1 1 61 2 1
1630 1 2 1 1 55 1 2
1630 2 2 1 1 54 11 2
1631 1 1 1 1 86 1 1
1631 2 2 1 1 77 2 1
1632 1 2 1 1 71 1 1
1632 2 1 1 1 58 2 1
1632 3 1 1 1 52 3 1
1632 4 2 1 1 47 4 1
1633 1 2 1 3 72 1 1
1633 2 1 1 3 76 2 1
1634 1 1 7 2 63 1 1
1634 2 2 7 2 59 2 1
1635 1 2 2 1 72 1 1
1635 2 1 2 1 43 3 1
1635 3 1 2 1 34 9 1
1636 1 1 1 1 81 1 1
1636 2 2 1 1 76 2 1
1637 1 2 1 1 39 1 1
1637 2 1 1 1 15 3 1
1638 1 1 2 1 44 1 1
1638 2 2 2 1 39 2 1
1638 3 2 2 1 4 3 1
1639 1 2 1 1 58 1 1
1639 2 1 1 1 52 2 1
1639 3 2 1 1 18 3 1
1640 1 1 1 1 59 1 2
1640 2 2 1 1 61 2 2
1641 1 1 1 1 27 1 2
1641 2 2 1 1 25 2 2
1642 1 1 1 1 34 1 1
1642 2 2 1 1 32 2 1
1643 1 2 1 1 60 1 1
1643 2 1 1 1 62 2 1
1644 1 1 1 1 63 1 1
1644 2 2 1 1 63 2 1
1645 1 1 1 1 29 1 1
1645 2 1 1 1 1 3 1
1645 3 2 1 1 6 10 1
1645 4 2 1 1 26 11 1
1646 1 1 2 1 50 1 1
1646 2 2 2 1 55 2 1
1647 1 1 1 1 77 1 1
1647 2 2 1 1 73 2 1
1648 1 2 1 5 94 1 1
1648 2 1 1 1 56 3 1
1648 3 2 1 1 61 4 1
1649 1 1 1 1 45 1 2
1649 2 2 1 1 68 5 2
1650 1 2 1 1 22 1 2
1650 2 1 1 1 22 11 2
1651 1 1 2 1 63 1 1
1651 2 2 2 1 61 2 1
1652 1 1 1 1 55 1 1
1652 2 2 1 1 57 2 1
1652 3 2 1 1 22 3 1
1653 1 2 1 1 63 1 1
1653 2 1 1 1 65 2 1
1654 1 1 1 1 48 1 1
1654 2 2 1 1 50 2 1
1654 3 2 1 1 18 3 1
1654 4 2 1 1 16 3 1
1655 1 2 1 1 49 1 2
1655 2 2 1 1 14 3 2
1656 1 1 1 1 65 1 1
1656 2 2 1 1 65 2 1
1657 1 1 1 1 84 1 1
1657 2 2 1 1 79 2 1
1658 1 1 1 1 50 1 1
1658 2 2 1 1 44 2 1
1658 3 1 1 1 14 3 1
1658 4 2 1 2 12 3 1
1658 5 2 1 1 5 3 1
1659 1 1 1 1 41 1 1
1659 2 2 1 1 38 2 1
1659 3 1 1 1 20 3 1
1659 4 2 1 1 13 3 1
1659 5 1 1 1 20 12 1
1660 1 2 3 1 49 1 1
1660 2 1 3 1 29 2 1
1660 3 2 3 1 17 3 1
1660 4 2 3 1 16 3 1
1660 5 1 3 1 12 3 1
1661 1 2 1 1 77 1 1
1661 2 1 1 1 81 2 1
1662 1 2 1 2 48 1 2
1662 2 1 1 2 45 2 2
1662 3 1 1 2 15 3 2
1662 4 2 1 2 15 3 2
1662 5 2 1 2 15 3 2
1663 1 1 1 1 62 1 1
1663 2 2 1 1 61 2 1
1664 1 2 1 4 49 1 1
1664 2 2 1 5 22 3 1
1665 1 2 1 1 21 1 2
1665 2 1 1 1 25 2 2
1665 3 2 1 1 1 3 2
1666 1 1 1 1 29 1 2
1666 2 1 1 1 29 11 2
1667 1 1 1 1 79 1 1
1667 2 2 1 1 79 2 1
1668 1 1 1 1 51 1 1
1668 2 1 1 1 52 11 1
1669 1 1 1 3 72 1 2
1669 2 2 1 3 60 2 2
1670 1 1 1 1 30 1 2
1670 2 2 1 2 21 11 2
1671 1 1 1 1 35 1 1
1671 2 2 1 1 32 2 1
1672 1 1 1 1 52 1 1
1672 2 2 1 1 50 2 1
1672 3 2 1 1 28 3 1
1672 4 2 1 1 28 3 1
1673 1 1 1 1 30 1 1
1673 2 2 1 1 28 11 1
1674 1 1 1 1 26 1 2
1674 2 2 1 1 25 2 2
1675 1 2 1 1 41 1 1
1675 2 1 1 1 42 2 1
1675 3 1 6 1 12 3 1
1676 1 1 1 1 53 1 1
1676 2 2 1 1 54 2 1
1677 1 1 1 1 38 1 1
1677 2 1 1 1 61 5 1
1677 3 2 1 1 57 5 1
1678 1 1 1 1 36 1 2
1678 2 2 1 1 1 3 2
1678 3 1 1 1 5 3 2
1678 4 2 1 1 26 11 2
1679 1 1 1 1 55 1 1
1679 2 2 1 1 55 2 1
1679 3 2 1 1 20 3 1
1680 1 1 1 1 49 1 2
1680 2 2 1 1 49 2 2
1680 3 1 1 1 19 3 2
1681 1 1 7 2 48 1 1
1681 2 2 7 2 46 2 1
1681 3 2 7 2 24 3 1
1681 4 1 7 2 6 9 1
1681 5 1 7 2 2 9 1
1682 1 2 1 1 59 1 1
1682 2 1 1 1 66 2 1
1682 3 1 1 1 27 3 1
1683 1 1 1 1 46 1 1
1683 2 2 1 1 45 2 1
1683 3 2 1 1 21 3 1
1683 4 1 1 1 12 3 1
1684 1 1 1 1 40 1 1
1684 2 2 1 1 44 2 1
1685 1 2 1 1 54 1 1
1685 2 1 1 1 56 2 1
1686 1 1 1 1 40 1 1
1686 2 2 1 1 40 2 1
1686 3 2 1 1 13 3 1
1686 4 1 1 1 10 3 1
1686 5 1 1 1 6 3 1
1686 6 1 1 1 17 3 1
1687 1 1 1 1 31 1 1
1687 2 2 1 1 28 2 1
1687 3 1 1 1 3 3 1
1688 1 1 2 1 66 1 1
1688 2 1 2 1 5 10 1
1688 3 2 2 1 45 12 1
1689 1 1 8 2 41 1 2
1689 2 2 8 2 49 2 2
1689 3 2 7 2 6 3 2
1690 1 2 1 1 65 1 1
1690 2 1 1 1 69 2 1
1691 1 1 1 2 47 1 1
1691 2 2 1 2 22 3 1
1691 3 1 1 2 21 3 1
1691 4 1 1 2 29 10 1
1691 5 2 1 2 52 11 1
1691 6 2 1 2 85 12 1
1692 1 2 1 2 33 1 2
1692 2 2 6 2 13 3 2
1692 3 1 8 2 11 3 2
1692 4 1 8 2 5 3 2
1693 1 1 1 1 64 1 1
1693 2 2 1 1 62 2 1
1694 1 2 1 1 59 1 1
1694 2 1 1 1 56 2 1
1695 1 1 1 1 55 1 1
1695 2 2 1 1 52 2 1
1696 1 1 1 1 47 1 2
1696 2 2 1 1 43 2 2
1696 3 1 1 1 12 3 2
1696 4 2 1 1 6 3 2
1697 1 1 1 1 77 1 1
1697 2 2 1 1 74 2 1
1698 1 1 1 1 71 1 1
1698 2 2 1 1 70 2 1
1698 3 2 1 1 17 9 1
1699 1 2 1 5 40 1 2
1699 2 2 1 5 19 3 2
1699 3 2 1 5 14 3 2
1700 1 1 1 1 71 1 1
1700 2 2 1 1 64 2 1
1701 1 2 1 1 75 1 1
1701 2 2 1 1 40 3 1
1701 3 1 1 1 8 9 1
1701 4 1 1 1 3 9 1
1702 1 1 1 1 84 1 1
1702 2 2 1 1 83 2 1
1703 1 2 1 1 71 1 1
1703 2 1 1 1 66 2 1
1704 1 1 1 1 53 1 1
1704 2 2 1 1 52 2 1
1704 3 1 1 1 27 3 1
1705 1 1 1 1 32 1 1
1705 2 2 1 1 32 2 1
1706 1 1 1 1 51 1 1
1706 2 2 1 1 11 3 1
1707 1 2 4 1 53 1 1
1707 2 1 4 1 53 11 1
1708 1 1 1 1 28 1 2
1708 2 2 1 1 28 2 2
1709 1 2 1 1 76 1 1
1709 2 2 1 1 53 3 1
1709 3 2 1 1 23 9 1
1709 4 2 1 1 20 9 1
1710 1 1 2 1 25 1 2
1710 2 2 2 1 26 2 2
1710 3 2 2 1 5 3 2
1710 4 2 2 1 1 3 2
1711 1 1 1 1 43 1 2
1711 2 2 1 1 9 3 2
1711 3 2 1 1 33 11 2
1712 1 1 6 1 53 1 1
1712 2 2 6 1 44 2 1
1712 3 2 6 1 18 3 1
1712 4 1 6 1 13 3 1
1713 1 1 1 1 58 1 1
1713 2 2 1 1 51 2 1
1714 1 1 1 1 73 1 1
1714 2 2 1 1 64 2 1
1715 1 1 2 1 77 1 1
1715 2 2 2 1 76 2 1
1716 1 2 8 1 41 1 1
1716 2 1 9 1 12 3 1
1717 1 1 1 1 40 1 2
1717 2 2 1 1 42 2 2
1717 3 2 1 1 22 3 2
1717 4 1 1 1 17 3 2
1717 5 2 1 1 9 3 2
1717 6 2 1 1 67 6 2
1718 1 2 1 1 39 1 1
1718 2 1 1 1 41 2 1
1718 3 1 1 1 9 3 1
1718 4 1 1 1 6 3 1
1718 5 2 1 1 2 3 1
1719 1 1 4 1 48 1 2
1719 2 2 4 1 45 2 2
1720 1 2 1 1 51 1 1
1720 2 1 1 1 49 2 1
1720 3 2 1 1 19 3 1
1720 4 1 1 1 16 3 1
1720 5 1 8 1 11 3 1
1721 1 1 1 1 75 1 1
1721 2 2 1 1 74 2 1
1722 1 1 1 1 76 1 1
1722 2 2 1 1 62 2 1
1723 1 1 1 1 84 1 1
1723 2 2 1 1 85 2 1
1724 1 1 1 1 34 1 2
1724 2 2 1 1 32 2 2
1724 3 2 1 1 1 3 2
1725 1 1 2 1 39 1 1
1725 2 2 2 1 36 2 1
1725 3 2 2 1 6 3 1
1725 4 2 2 1 3 3 1
1726 1 2 1 5 67 1 1
1726 2 1 1 5 81 2 1
1727 1 1 1 1 39 1 2
1727 2 2 1 1 36 2 2
1728 1 2 2 1 46 1 2
1728 2 1 2 1 62 2 2
1728 3 1 2 1 24 3 2
1728 4 2 2 1 3 9 2
1728 5 2 2 1 35 11 2
1729 1 2 1 2 22 1 2
1729 2 2 1 2 3 3 2
1730 1 1 1 1 48 1 1
1730 2 1 1 1 16 3 1
1730 3 2 1 1 14 3 1
1731 1 1 7 5 28 1 2
1731 2 1 7 5 30 11 2
1731 3 1 7 5 26 11 2
1731 4 1 7 5 25 11 2
1732 1 1 1 1 39 1 1
1732 2 2 1 1 35 2 1
1732 3 1 1 1 7 3 1
1732 4 1 1 1 5 3 1
1732 5 1 1 1 3 3 1
1732 6 2 1 1 2 3 1
1733 1 2 1 1 49 1 1
1733 2 1 1 1 49 2 1
1733 3 2 1 1 17 3 1
1733 4 2 1 1 13 3 1
1734 1 2 1 1 52 1 1
1734 2 1 1 1 50 2 1
1735 1 1 1 1 76 1 1
1735 2 2 1 1 72 2 1
1736 1 2 1 1 23 1 1
1736 2 2 1 1 21 7 1
1737 1 1 1 1 58 1 1
1737 2 2 1 1 54 2 1
1737 3 1 1 1 26 3 1
1737 4 2 1 1 18 3 1
1738 1 1 1 1 54 1 1
1738 2 2 1 1 50 2 1
1738 3 2 1 1 22 3 1
1738 4 1 1 1 18 3 1
1739 1 1 1 2 69 1 1
1739 2 2 1 1 69 2 1
1740 1 1 2 1 46 1 2
1740 2 2 2 1 27 11 2
1741 1 2 1 1 62 1 1
1741 2 1 1 1 59 2 1
1742 1 1 1 1 53 1 1
1742 2 2 1 1 43 2 1
1742 3 2 1 1 15 3 1
1743 1 2 7 3 39 1 2
1743 2 2 7 3 23 3 2
1743 3 2 7 3 21 3 2
1743 4 2 7 3 14 3 2
1743 5 2 1 1 18 12 2
1744 1 1 1 1 58 1 1
1744 2 2 1 1 56 2 1
1745 1 2 1 1 30 1 1
