"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership"
608 3 1 1 2 15 3 1
608 4 1 1 2 10 3 1
608 5 2 1 2 51 11 1
609 1 1 1 1 79 1 1
609 2 2 1 1 78 2 1
610 1 2 2 1 31 1 1
610 2 1 2 1 34 2 1
610 3 2 2 1 7 3 1
610 4 2 2 1 4 3 1
611 1 1 1 1 31 1 2
611 2 2 9 1 28 2 2
611 3 1 1 1 7 3 2
611 4 2 1 1 3 3 2
612 1 2 1 1 30 1 2
612 2 1 1 1 32 2 2
613 1 2 1 1 43 1 1
613 2 1 1 1 46 2 1
613 3 1 1 1 11 3 1
614 1 1 1 1 77 1 1
614 2 2 1 1 67 2 1
615 1 1 1 1 75 1 1
615 2 2 1 1 61 2 1
616 1 2 1 1 27 1 1
616 2 1 2 1 30 2 1
616 3 2 2 1 6 3 1
617 1 1 1 1 57 1 1
617 2 2 1 1 57 2 1
617 3 1 1 1 32 3 1
618 1 2 8 1 49 1 2
618 2 2 8 1 19 3 2
619 1 2 3 1 57 1 1
619 2 1 3 1 29 3 1
620 1 1 1 1 74 1 1
620 2 2 1 1 73 2 1
621 1 1 1 1 53 1 2
621 2 1 1 5 21 3 2
621 3 1 1 5 19 3 2
622 1 1 2 1 61 1 2
622 2 2 1 1 50 2 2
623 1 1 1 1 67 1 1
623 2 2 1 1 63 2 1
624 1 1 1 1 51 1 1
624 2 2 1 1 51 2 1
625 1 1 1 1 48 1 1
625 2 2 1 1 48 2 1
626 1 1 6 1 29 1 1
626 2 2 1 1 29 2 1
626 3 2 8 1 4 3 1
626 4 2 8 1 2 3 1
627 1 1 1 1 47 1 1
627 2 2 1 1 46 2 1
627 3 2 1 1 17 3 1
627 4 2 1 1 17 3 1
627 5 1 1 1 16 3 1
628 1 2 2 1 59 1 1
628 2 1 2 1 43 3 1
629 1 1 6 1 35 1 1
629 2 2 6 1 32 2 1
629 3 2 6 1 2 3 1
630 1 1 1 1 38 1 1
630 2 2 1 1 36 2 1
630 3 1 1 1 5 3 1
630 4 1 1 1 4 3 1
631 1 1 1 1 67 1 1
631 2 2 1 1 66 2 1
632 1 1 1 1 30 1 1
632 2 2 1 1 29 2 1
632 3 2 8 1 26 7 1
633 1 1 1 1 48 1 1
633 2 2 1 1 47 2 1
633 3 1 1 1 16 3 1
633 4 2 1 1 12 3 1
633 5 2 1 1 11 3 1
634 1 1 1 1 73 1 1
634 2 2 1 1 71 2 1
635 1 2 1 1 35 1 2
635 2 1 1 1 16 3 2
635 3 1 1 1 13 3 2
635 4 2 1 1 42 11 2
636 1 2 6 1 49 1 1
636 2 1 6 1 48 2 1
636 3 2 6 1 15 3 1
636 4 2 6 1 11 3 1
636 5 2 6 1 62 7 1
637 1 1 1 1 42 1 1
637 2 1 1 1 2 3 1
637 3 2 8 1 40 11 1
638 1 2 1 1 37 1 1
638 2 2 1 1 26 11 1
639 1 2 3 1 36 1 2
639 2 1 3 1 30 11 2
640 1 1 8 2 56 1 2
640 2 2 1 1 56 2 2
641 1 1 1 1 38 1 2
641 2 2 1 1 38 2 2
641 3 2 1 1 14 3 2
641 4 1 1 1 20 3 2
642 1 2 2 1 56 1 2
642 2 2 2 1 79 5 2
642 3 1 2 1 55 11 2
643 1 1 1 1 66 1 1
643 2 2 1 1 48 2 1
644 1 2 1 2 56 1 1
644 2 2 1 2 27 3 1
644 3 2 1 2 11 9 1
644 4 1 1 2 5 9 1
645 1 2 1 1 53 1 1
645 2 1 1 1 52 2 1
646 1 1 1 1 89 1 1
646 2 2 1 1 86 2 1
647 1 2 2 1 57 1 1
647 2 2 2 1 32 3 1
647 3 2 2 1 23 3 1
647 4 1 2 1 15 3 1
648 1 2 1 1 45 1 1
648 2 1 1 1 46 2 1
648 3 2 1 1 19 3 1
648 4 2 1 1 11 3 1
649 1 1 1 1 36 1 1
649 2 2 1 1 39 2 1
649 3 2 1 1 17 3 1
649 4 2 1 1 16 3 1
649 5 1 1 1 12 3 1
649 6 2 1 1 9 3 1
650 1 2 2 1 54 1 1
650 2 2 2 1 19 3 1
650 3 1 2 1 50 7 1
651 1 1 1 1 66 1 1
651 2 2 1 1 64 2 1
652 1 2 1 1 66 1 1
652 2 1 1 1 72 2 1
653 1 1 1 1 49 1 1
653 2 2 1 1 48 2 1
653 3 2 1 1 16 3 1
653 4 1 1 1 9 3 1
653 5 2 1 1 79 6 1
654 1 2 1 1 93 1 1
654 2 2 1 1 65 3 1
655 1 1 2 1 51 1 1
655 2 1 2 1 6 3 1
656 1 1 1 1 39 1 1
656 2 2 1 1 28 2 1
656 3 1 1 1 5 3 1
656 4 2 1 1 4 3 1
656 5 2 1 1 2 3 1
657 1 1 4 1 33 1 2
657 2 2 4 1 30 2 2
658 1 2 1 1 39 1 1
658 2 1 1 1 42 2 1
658 3 1 1 1 20 3 1
658 4 2 1 1 16 3 1
659 1 1 1 1 44 1 1
659 2 2 1 1 41 2 1
659 3 2 1 1 16 3 1
659 4 2 1 1 10 3 1
660 1 1 1 1 51 1 2
660 2 2 1 1 51 2 2
660 3 1 1 1 24 3 2
661 1 1 1 1 50 1 1
661 2 2 1 1 48 2 1
661 3 1 1 1 22 3 1
661 4 1 1 1 19 3 1
662 1 2 7 2 28 1 2
662 2 1 7 2 20 10 2
662 3 1 7 2 8 10 2
662 4 2 7 2 4 10 2
662 5 1 7 2 1 10 2
662 6 1 7 2 30 11 2
663 1 1 1 1 79 1 1
663 2 2 1 1 74 2 1
664 1 1 1 1 59 1 1
664 2 2 1 1 58 2 1
664 3 2 1 1 38 3 1
664 4 2 1 1 15 9 1
665 1 1 1 1 72 1 1
665 2 2 1 1 72 2 1
666 1 2 1 2 57 1 2
666 2 1 1 2 75 2 2
667 1 2 1 2 27 1 1
667 2 1 1 1 33 2 1
667 3 2 1 2 4 3 1
667 4 1 1 2 3 3 1
668 1 2 1 1 28 1 2
668 2 1 1 1 36 11 2
669 1 1 1 2 32 1 2
669 2 2 1 2 29 2 2
669 3 2 1 2 7 3 2
669 4 2 1 2 2 3 2
670 1 2 1 1 41 1 2
670 2 2 1 1 18 3 2
670 3 2 1 1 33 7 2
670 4 1 1 2 9 10 2
670 5 2 1 2 9 10 2
670 6 1 1 1 38 12 2
671 1 1 7 2 51 1 1
671 2 2 7 2 51 2 1
672 1 1 6 1 35 1 1
672 2 2 6 1 31 2 1
672 3 2 6 1 8 3 1
672 4 2 6 1 2 3 1
673 1 1 1 1 67 1 1
673 2 2 1 1 60 2 1
674 1 2 1 1 30 1 2
674 2 1 1 1 29 2 2
674 3 2 1 1 4 3 2
674 4 1 1 1 10 3 2
675 1 2 2 1 39 1 2
675 2 2 2 1 20 3 2
675 3 1 2 1 18 3 2
675 4 2 2 1 9 3 2
676 1 2 1 1 26 1 2
676 2 1 1 1 27 2 2
677 1 2 3 1 34 1 2
677 2 2 3 1 13 3 2
677 3 2 3 1 11 3 2
677 4 1 3 1 9 3 2
678 1 2 1 5 49 1 1
678 2 1 7 5 49 2 1
678 3 1 7 5 22 3 1
678 4 2 7 5 14 3 1
679 1 1 1 1 51 1 1
679 2 2 1 1 52 2 1
679 3 2 1 1 15 3 1
680 1 1 1 1 91 1 1
680 2 2 1 5 83 2 1
681 1 1 1 1 78 1 1
681 2 2 1 1 76 2 1
682 1 2 1 1 60 1 1
682 2 1 1 1 62 2 1
682 3 1 1 1 36 3 1
683 1 1 1 1 49 1 2
683 2 2 3 1 48 2 2
683 3 1 8 1 24 3 2
683 4 1 8 1 20 3 2
683 5 1 8 1 19 3 2
683 6 2 1 1 17 3 2
684 1 1 2 1 70 1 2
684 2 2 2 1 68 2 2
684 3 1 2 1 7 10 2
685 1 2 1 1 66 1 1
685 2 1 1 1 68 2 1
686 1 1 1 1 62 1 2
686 2 2 1 1 58 2 2
687 1 1 1 1 66 1 1
687 2 2 1 1 61 2 1
688 1 1 1 1 71 1 1
688 2 2 1 1 62 2 1
689 1 1 1 1 59 1 1
689 2 2 1 1 60 2 1
690 1 2 1 1 55 1 1
690 2 1 1 1 50 7 1
691 1 2 7 5 52 1 1
691 2 1 7 5 23 3 1
692 1 1 1 1 31 1 1
692 2 2 1 1 29 2 1
693 1 2 1 1 50 1 1
693 2 1 1 1 54 2 1
693 3 1 1 1 21 3 1
693 4 1 1 1 16 3 1
694 1 2 1 1 37 1 1
694 2 1 1 1 40 2 1
694 3 2 1 1 9 3 1
694 4 2 1 1 6 3 1
695 1 1 1 1 41 1 1
695 2 2 1 1 43 2 1
695 3 1 1 1 15 3 1
695 4 1 1 1 20 3 1
696 1 1 1 1 25 1 1
696 2 1 1 1 34 11 1
696 3 2 1 1 22 11 1
697 1 2 1 1 59 1 1
697 2 1 1 1 26 3 1
698 1 2 1 1 33 1 2
698 2 1 1 1 34 2 2
698 3 2 1 1 2 3 2
699 1 1 1 1 77 1 1
699 2 2 1 1 77 2 1
700 1 1 1 1 40 1 1
700 2 2 1 1 41 2 1
700 3 2 1 1 12 3 1
700 4 1 1 1 10 3 1
701 1 1 1 1 29 1 2
701 2 2 1 1 25 2 2
701 3 2 1 1 2 3 2
702 1 2 1 5 34 1 1
702 2 2 1 5 8 3 1
702 3 1 1 5 5 3 1
703 1 2 2 1 31 1 2
703 2 2 3 1 3 3 2
703 3 2 3 1 1 3 2
704 1 2 2 1 58 1 1
704 2 1 2 1 69 2 1
705 1 2 1 1 61 1 1
705 2 1 1 1 62 2 1
706 1 2 1 1 64 1 1
706 2 1 1 1 62 2 1
707 1 2 1 1 24 1 2
707 2 1 1 1 26 7 2
707 3 1 1 1 27 11 2
707 4 1 1 1 27 12 2
708 1 2 1 2 29 1 2
708 2 1 1 2 30 2 2
708 3 1 1 2 6 3 2
709 1 1 1 1 62 1 1
709 2 2 1 1 56 2 1
710 1 2 1 1 56 1 1
710 2 1 1 1 61 2 1
711 1 1 1 1 60 1 1
711 2 2 1 1 60 2 1
711 3 2 4 1 18 3 1
712 1 1 6 1 51 1 1
712 2 2 6 1 41 2 1
712 3 2 6 1 4 3 1
712 4 1 6 1 1 3 1
713 1 2 1 1 37 1 2
713 2 1 1 1 61 11 2
714 1 2 1 2 22 1 2
714 2 1 1 2 26 2 2
714 3 2 1 2 4 3 2
714 4 2 1 2 1 3 2
715 1 1 6 1 50 1 2
715 2 2 6 1 77 5 2
716 1 1 1 1 67 1 1
716 2 2 1 1 64 2 1
717 1 1 1 1 69 1 1
717 2 2 1 1 69 2 1
718 1 1 1 1 30 1 1
718 2 2 1 1 29 2 1
719 1 2 1 1 80 1 1
719 2 2 1 1 52 3 1
720 1 1 1 1 61 1 1
720 2 2 1 1 58 2 1
720 3 2 1 1 82 10 1
721 1 2 1 1 53 1 1
721 2 1 1 1 54 2 1
722 1 1 1 1 24 1 1
722 2 1 1 1 20 7 1
723 1 2 2 1 25 1 2
723 2 2 2 1 5 3 2
723 3 1 2 1 2 3 2
723 4 2 2 1 1 3 2
723 5 2 2 1 50 5 2
724 1 2 1 1 48 1 1
724 2 1 1 1 57 2 1
725 1 2 1 1 51 1 1
725 2 2 1 1 19 3 1
725 3 2 1 1 62 11 1
726 1 2 4 1 64 1 1
726 2 1 4 1 67 2 1
727 1 1 1 1 82 1 1
727 2 2 1 1 81 2 1
728 1 1 1 1 51 1 1
728 2 2 1 1 49 2 1
728 3 2 1 1 28 3 1
728 4 2 1 1 26 3 1
728 5 2 1 1 3 9 1
728 6 2 1 1 3 9 1
729 1 2 1 2 73 1 1
729 2 1 1 5 72 2 1
730 1 2 7 5 73 1 1
730 2 1 7 5 76 2 1
731 1 1 8 1 71 1 1
731 2 2 9 1 58 2 1
732 1 2 1 1 51 1 2
732 2 1 2 1 44 11 2
733 1 1 1 1 64 1 1
733 2 2 1 1 71 11 1
734 1 2 2 1 27 1 2
734 2 1 2 1 6 3 2
734 3 2 2 1 2 3 2
735 1 2 1 1 53 1 1
735 2 1 1 1 48 2 1
735 3 1 1 1 38 3 1
735 4 1 1 1 13 9 1
736 1 2 1 1 25 1 1
736 2 1 1 1 25 11 1
737 1 2 1 1 83 1 1
737 2 1 1 1 89 2 1
738 1 1 1 1 84 1 1
738 2 2 1 1 76 7 1
739 1 2 2 1 51 1 2
739 2 1 2 1 49 7 2
739 3 2 2 1 69 5 2
740 1 2 1 1 39 1 1
740 2 1 7 2 55 2 1
740 3 2 1 2 14 3 1
741 1 2 1 1 26 1 2
741 2 1 1 1 28 2 2
741 3 2 1 1 7 3 2
741 4 2 1 1 5 3 2
741 5 1 1 1 3 3 2
742 1 1 1 1 28 1 1
742 2 2 1 1 23 2 1
743 1 1 1 1 55 1 2
743 2 2 1 1 57 2 2
743 3 1 1 1 18 3 2
743 4 1 1 1 17 3 2
744 1 2 1 1 43 1 2
744 2 1 1 1 54 2 2
744 3 1 1 1 20 3 2
744 4 2 1 1 18 3 2
744 5 1 1 1 9 3 2
744 6 2 1 1 6 3 2
745 1 1 1 1 60 1 1
745 2 2 1 1 60 2 1
745 3 2 1 1 18 3 1
746 1 1 1 1 64 1 1
746 2 2 1 1 64 11 1
747 1 2 1 1 47 1 1
747 2 2 1 1 18 3 1
747 3 1 1 1 10 3 1
747 4 2 1 1 9 3 1
748 1 2 1 1 27 1 2
748 2 1 1 1 27 2 2
749 1 2 1 1 63 1 1
749 2 1 1 1 63 2 1
750 1 1 1 1 71 1 1
750 2 2 1 1 59 2 1
751 1 1 1 1 37 1 1
751 2 2 1 1 35 2 1
751 3 1 1 1 8 3 1
751 4 2 1 1 4 3 1
752 1 2 2 1 24 1 2
752 2 1 2 1 9 3 2
752 3 1 2 1 6 3 2
752 4 2 2 1 5 3 2
752 5 2 2 1 2 3 2
753 1 1 1 1 77 1 1
753 2 2 1 1 76 2 1
754 1 1 1 1 66 1 2
754 2 2 1 1 66 2 2
755 1 1 1 1 44 1 1
755 2 2 1 1 39 2 1
756 1 2 1 1 33 1 2
756 2 1 1 1 13 3 2
757 1 2 7 5 25 1 2
757 2 1 7 5 28 7 2
757 3 2 7 5 48 5 2
758 1 2 1 1 56 1 1
758 2 1 1 1 58 2 1
759 1 2 1 1 35 1 1
759 2 2 8 1 10 3 1
760 1 1 1 1 52 1 1
760 2 2 1 1 39 11 1
760 3 1 1 1 17 12 1
761 1 1 1 1 53 1 1
761 2 2 1 1 47 2 1
761 3 2 1 1 16 3 1
762 1 1 1 1 61 1 1
762 2 2 1 1 56 2 1
762 3 2 1 1 21 3 1
762 4 1 1 1 20 3 1
763 1 1 2 1 60 1 1
763 2 2 2 1 45 2 1
764 1 1 7 2 47 1 1
764 2 1 7 2 9 3 1
765 1 2 2 1 53 1 2
765 2 1 2 1 54 2 2
766 1 1 1 1 66 1 1
766 2 2 1 1 65 2 1
767 1 1 1 1 43 1 1
767 2 2 1 1 39 2 1
767 3 1 1 1 21 3 1
767 4 2 1 1 16 3 1
768 1 1 1 5 95 1 2
768 2 2 1 5 88 2 2
769 1 1 1 1 56 1 1
769 2 2 1 1 56 2 1
770 1 1 1 4 71 1 1
770 2 2 1 5 64 2 1
771 1 2 1 1 24 1 1
771 2 1 1 1 21 11 1
772 1 1 1 1 42 1 2
772 2 2 1 1 40 2 2
772 3 2 1 1 13 3 2
772 4 2 1 1 10 3 2
773 1 1 7 2 43 1 1
773 2 2 7 2 40 2 1
773 3 1 7 2 21 3 1
773 4 1 7 2 3 3 1
773 5 2 7 2 19 3 1
774 1 1 1 1 40 1 1
774 2 2 1 1 33 2 1
775 1 2 1 1 58 1 1
775 2 1 1 1 57 2 1
776 1 2 2 1 67 1 2
776 2 1 2 1 34 10 2
777 1 1 1 1 62 1 1
777 2 2 1 1 62 2 1
778 1 1 1 1 71 1 1
778 2 2 1 1 63 11 1
778 3 2 1 1 87 12 1
779 1 2 3 1 41 1 2
779 2 1 3 1 19 3 2
779 3 1 3 1 15 3 2
779 4 2 3 1 10 3 2
780 1 2 2 1 43 1 1
780 2 2 2 1 21 3 1
780 3 1 2 1 12 3 1
780 4 1 2 1 10 3 1
780 5 1 2 1 38 12 1
781 1 2 1 1 34 1 2
781 2 2 1 1 61 11 2
781 3 1 1 1 31 11 2
782 1 2 1 1 55 1 1
782 2 1 1 1 30 3 1
782 3 2 1 1 33 11 1
782 4 1 1 1 11 11 1
782 5 2 1 1 10 11 1
783 1 2 1 1 45 1 1
783 2 1 1 1 54 2 1
783 3 1 1 1 25 3 1
783 4 1 1 1 20 3 1
783 5 2 1 1 18 3 1
784 1 1 1 1 62 1 1
784 2 2 1 1 54 2 1
785 1 1 1 1 66 1 1
785 2 2 1 1 60 2 1
786 1 2 1 1 30 1 1
786 2 1 1 1 32 2 1
786 3 1 1 1 13 3 1
786 4 1 1 1 11 3 1
786 5 1 1 1 7 3 1
786 6 2 1 1 3 3 1
787 1 2 8 1 41 1 1
787 2 1 2 1 64 2 1
787 3 1 8 3 19 3 1
787 4 1 8 1 6 3 1
788 1 2 1 1 32 1 1
788 2 1 1 1 24 2 1
788 3 1 1 1 9 3 1
788 4 2 1 1 6 3 1
789 1 1 1 1 58 1 1
789 2 2 1 1 57 2 1
790 1 1 1 1 52 1 1
790 2 2 1 1 50 2 1
791 1 1 1 1 86 1 1
791 2 2 1 1 70 2 1
792 1 1 1 1 73 1 1
792 2 2 1 1 73 2 1
792 3 2 1 1 49 3 1
793 1 1 1 1 59 1 1
793 2 1 1 1 57 7 1
794 1 2 1 1 24 1 2
794 2 2 1 1 23 11 2
795 1 2 1 1 39 1 1
795 2 1 1 1 38 2 1
795 3 2 1 1 11 3 1
795 4 2 1 1 8 3 1
796 1 1 1 1 41 1 1
796 2 2 1 1 39 2 1
797 1 1 1 1 24 1 2
797 2 1 1 1 24 11 2
797 3 1 1 1 23 11 2
797 4 2 1 1 22 11 2
797 5 2 1 1 21 11 2
798 1 1 6 1 40 1 1
798 2 2 6 1 37 2 1
798 3 1 6 1 13 3 1
798 4 2 6 1 9 3 1
799 1 1 1 1 68 1 1
799 2 2 1 1 66 2 1
800 1 2 1 1 66 1 1
800 2 1 1 1 58 2 1
801 1 1 1 1 41 1 1
801 2 2 1 1 40 2 1
801 3 1 1 1 6 3 1
801 4 1 1 1 6 3 1
802 1 1 1 1 42 1 1
802 2 2 6 1 44 2 1
802 3 1 8 1 17 3 1
802 4 1 8 1 12 3 1
802 5 1 8 1 9 3 1
803 1 1 1 1 81 1 1
803 2 2 1 1 70 2 1
804 1 2 1 1 50 1 1
804 2 1 1 1 55 2 1
804 3 2 1 1 20 3 1
804 4 1 1 1 15 3 1
805 1 1 1 1 31 1 2
805 2 1 1 1 27 12 2
806 1 1 1 1 37 1 2
806 2 2 1 1 36 11 2
807 1 2 1 1 58 1 1
807 2 1 1 1 56 7 1
807 3 1 1 1 20 10 1
807 4 1 1 1 15 10 1
808 1 2 1 2 33 1 1
808 2 1 1 2 35 2 1
808 3 2 1 2 13 3 1
809 1 1 6 1 51 1 1
809 2 2 7 2 37 2 1
809 3 1 9 2 16 3 1
809 4 1 9 2 14 3 1
810 1 2 1 1 72 1 1
810 2 1 1 1 70 2 1
811 1 1 1 1 69 1 1
811 2 2 1 1 72 2 1
812 1 2 2 1 46 1 1
812 2 1 2 1 10 9 1
812 3 1 2 1 4 9 1
813 1 2 1 1 48 1 1
813 2 1 1 1 20 3 1
814 1 1 1 1 84 1 2
814 2 2 1 1 82 2 2
815 1 2 1 1 45 1 1
815 2 1 1 1 50 2 1
815 3 1 1 1 15 3 1
815 4 1 1 1 10 3 1
816 1 2 1 1 44 1 2
816 2 2 1 1 10 3 2
817 1 2 2 1 55 1 2
817 2 1 2 1 70 2 2
818 1 1 8 1 47 1 1
818 2 2 8 1 34 2 1
818 3 2 8 1 11 3 1
818 4 2 2 1 8 3 1
819 1 2 1 1 33 1 2
819 2 1 1 1 32 2 2
819 3 2 1 1 14 3 2
819 4 1 1 1 12 3 2
819 5 2 1 1 11 3 2
820 1 2 2 1 57 1 1
820 2 1 2 1 63 2 1
820 3 2 2 1 36 3 1
821 1 2 1 1 42 1 1
821 2 1 1 1 20 3 1
821 3 1 1 1 18 3 1
822 1 1 1 1 34 1 1
822 2 2 1 1 34 2 1
822 3 2 1 1 8 3 1
822 4 2 1 1 6 3 1
822 5 1 1 1 4 3 1
823 1 1 1 1 49 1 1
823 2 2 9 2 44 2 1
824 1 1 1 1 84 1 1
824 2 2 1 1 74 2 1
825 1 1 1 1 85 1 1
825 2 2 1 1 52 3 1
826 1 1 1 1 55 1 1
826 2 2 1 1 54 2 1
826 3 2 1 1 21 3 1
827 1 1 1 1 50 1 1
827 2 2 1 1 49 2 1
827 3 2 1 1 21 3 1
827 4 1 1 1 19 3 1
827 5 1 1 1 15 3 1
828 1 2 1 1 47 1 2
828 2 2 1 1 20 3 2
828 3 1 1 1 15 3 2
829 1 1 1 1 54 1 1
829 2 2 1 1 53 2 1
830 1 2 1 1 63 1 1
830 2 2 1 1 85 5 1
831 1 1 1 1 68 1 1
831 2 2 1 1 64 2 1
832 1 1 1 1 76 1 1
832 2 2 1 5 78 2 1
833 1 2 1 1 74 1 1
833 2 1 1 1 74 2 1
834 1 2 1 1 32 1 1
834 2 1 1 1 35 2 1
834 3 1 1 1 1 3 1
835 1 1 1 1 30 1 1
835 2 2 1 5 28 2 1
836 1 1 1 1 40 1 1
836 2 2 1 1 41 2 1
836 3 1 1 1 9 3 1
836 4 1 1 1 7 3 1
837 1 1 7 2 27 1 2
837 2 2 7 2 1 3 2
837 3 2 7 2 24 11 2
838 1 1 1 1 47 1 1
838 2 2 1 1 26 2 1
838 3 1 1 1 14 3 1
839 1 1 1 1 65 1 1
839 2 2 1 1 62 2 1
840 1 2 1 3 50 1 1
840 2 1 1 3 56 2 1
840 3 1 1 3 31 3 1
840 4 2 1 3 29 3 1
840 5 1 1 3 23 3 1
840 6 1 1 3 11 3 1
841 1 1 8 1 59 1 1
841 2 2 1 1 60 2 1
842 1 2 2 1 60 1 1
842 2 1 2 1 51 2 1
843 1 2 2 1 26 1 2
843 2 2 2 1 2 3 2
844 1 1 1 1 76 1 1
844 2 2 1 1 74 2 1
845 1 2 1 1 28 1 1
845 2 1 1 1 29 2 1
846 1 1 2 1 62 1 1
846 2 2 2 1 55 2 1
846 3 2 2 1 29 3 1
846 4 1 2 1 5 9 1
846 5 1 2 1 16 10 1
846 6 1 2 1 13 10 1
847 1 2 7 1 67 1 1
847 2 1 7 1 71 2 1
848 1 1 1 1 61 1 1
848 2 2 1 1 51 2 1
848 3 1 1 1 25 3 1
848 4 1 1 1 11 3 1
849 1 1 1 2 61 1 1
849 2 2 1 2 22 3 1
849 3 1 1 2 21 3 1
849 4 1 1 2 7 9 1
849 5 2 1 2 4 9 1
850 1 1 1 1 66 1 1
850 2 2 1 1 53 2 1
850 3 1 1 1 23 3 1
851 1 2 1 1 88 1 1
851 2 2 2 1 66 12 1
852 1 1 1 1 53 1 1
852 2 2 1 1 49 2 1
853 1 1 1 1 39 1 1
853 2 2 1 1 37 2 1
853 3 2 1 1 7 3 1
853 4 2 1 1 3 3 1
854 1 2 1 1 51 1 1
854 2 1 1 1 16 3 1
854 3 1 1 1 52 7 1
854 4 1 1 1 42 12 1
855 1 2 1 1 49 1 1
855 2 1 1 1 56 2 1
856 1 1 1 1 30 1 2
856 2 2 1 1 27 11 2
857 1 1 1 1 24 1 2
857 2 2 1 1 4 3 2
857 3 2 1 1 23 11 2
858 1 1 1 1 62 1 1
858 2 2 1 1 62 2 1
859 1 1 1 1 48 1 1
859 2 2 1 1 43 2 1
859 3 2 1 1 18 3 1
859 4 1 1 1 15 3 1
860 1 1 8 5 63 1 1
860 2 2 8 5 59 2 1
860 3 2 1 5 18 3 1
861 1 2 1 5 30 1 2
861 2 2 2 5 12 3 2
861 3 1 7 5 7 3 2
861 4 1 7 5 4 3 2
861 5 2 7 5 3 3 2
861 6 2 7 5 58 5 2
862 1 1 1 4 25 1 2
862 2 2 1 4 21 11 2
863 1 2 8 1 63 1 1
863 2 1 8 1 65 2 1
864 1 1 6 1 47 1 1
864 2 2 6 1 44 2 1
864 3 1 6 1 3 3 1
865 1 2 1 1 44 1 1
865 2 1 1 1 48 2 1
866 1 1 1 1 57 1 1
866 2 2 1 1 57 2 1
866 3 1 1 1 27 3 1
867 1 1 1 1 43 1 2
867 2 2 1 1 41 11 2
868 1 1 1 1 73 1 1
868 2 2 1 1 64 2 1
869 1 1 1 1 45 1 1
869 2 2 1 1 45 2 1
869 3 1 1 1 5 3 1
869 4 2 1 1 4 3 1
870 1 1 1 1 69 1 1
870 2 2 1 1 63 2 1
871 1 2 1 1 31 1 1
871 2 1 1 1 32 2 1
871 3 2 1 1 1 3 1
872 1 2 4 1 34 1 2
872 2 2 4 1 4 3 2
872 3 2 4 1 72 5 2
872 4 1 4 1 35 11 2
873 1 1 1 1 41 1 1
873 2 2 1 1 40 2 1
873 3 2 1 1 18 3 1
873 4 2 1 1 16 3 1
874 1 1 1 1 66 1 1
874 2 2 1 1 66 2 1
875 1 1 7 2 33 1 2
875 2 2 1 1 22 11 2
875 3 2 1 1 4 12 2
876 1 2 1 1 42 1 2
876 2 1 1 1 9 3 2
876 3 1 1 1 40 11 2
877 1 2 1 1 33 1 1
877 2 1 1 1 36 2 1
877 3 2 1 1 10 3 1
877 4 2 1 1 2 3 1
878 1 1 7 2 40 1 1
878 2 2 7 2 35 2 1
878 3 1 7 2 13 3 1
878 4 1 7 2 10 3 1
879 1 1 1 1 46 1 1
879 2 2 1 1 46 2 1
879 3 1 1 1 11 3 1
879 4 1 1 1 8 3 1
880 1 2 1 1 53 1 1
880 2 1 1 1 54 2 1
880 3 1 1 1 21 3 1
880 4 2 1 1 19 3 1
881 1 1 1 1 62 1 1
881 2 2 1 1 62 2 1
882 1 1 1 1 47 1 1
882 2 2 2 1 46 2 1
883 1 1 7 2 44 1 1
883 2 1 7 2 43 12 1
884 1 2 1 1 44 1 1
884 2 1 1 1 44 2 1
884 3 1 1 1 17 3 1
884 4 2 1 1 16 3 1
884 5 1 1 1 13 3 1
885 1 1 1 1 41 1 1
885 2 2 1 1 39 2 1
885 3 2 1 1 11 3 1
885 4 2 1 1 9 3 1
885 5 1 1 1 7 3 1
886 1 2 2 1 40 1 2
886 2 1 2 1 11 3 2
887 1 2 1 1 42 1 1
887 2 1 1 1 43 2 1
887 3 1 1 1 13 3 1
887 4 2 1 1 10 3 1
888 1 1 1 1 61 1 1
888 2 2 1 1 63 2 1
888 3 1 1 1 30 3 1
888 4 2 1 1 27 3 1
888 5 1 1 1 25 3 1
889 1 1 1 1 63 1 1
889 2 2 1 1 58 2 1
889 3 2 1 1 26 3 1
889 4 2 1 1 19 3 1
889 5 2 1 1 15 3 1
890 1 2 1 1 67 1 1
890 2 1 1 1 60 2 1
891 1 1 1 1 25 1 2
891 2 2 1 1 27 2 2
892 1 1 2 1 63 1 1
892 2 2 2 1 63 2 1
892 3 2 2 1 33 3 1
893 1 2 1 1 48 1 1
893 2 1 1 1 51 2 1
893 3 2 1 1 18 3 1
893 4 1 1 1 15 3 1
893 5 2 1 1 12 3 1
894 1 2 2 1 25 1 2
894 2 1 2 1 10 3 2
894 3 1 2 1 5 3 2
894 4 1 2 1 3 3 2
895 1 2 1 1 39 1 1
895 2 1 1 1 16 3 1
895 3 1 1 1 13 3 1
896 1 1 1 1 71 1 1
896 2 2 1 1 65 2 1
897 1 2 7 2 65 1 1
897 2 1 7 2 67 2 1
897 3 1 7 2 31 3 1
897 4 1 7 2 3 9 1
897 5 2 7 2 1 9 1
897 6 2 7 2 27 4 1
898 1 2 3 1 34 1 1
898 2 1 1 1 51 2 1
898 3 2 3 1 11 3 1
898 4 1 3 1 10 3 1
899 1 2 2 1 30 1 2
899 2 2 2 1 14 3 2
899 3 1 2 1 11 3 2
899 4 2 2 1 10 3 2
899 5 2 2 1 7 3 2
